name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,就诊时间,就诊人数
"Ninghai, Ningbo, China",2022-02-11,44.6,39.2,43.0,44.6,38.1,42.9,42.3,97.2,0.431,100,29.17,rain,0.0,0.0,14.8,4.4,75.3,1023.0,96.3,2.1,18.4,1.6,1,,2022-02-11T06:37:19,2022-02-11T17:39:15,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-02-11,0.0
"Ninghai, Ningbo, China",2022-02-12,48.2,44.6,45.9,46.4,42.2,43.4,43.9,93.0,0.027,100,8.33,rain,0.0,0.0,15.8,8.9,331.5,1022.0,96.3,2.7,28.0,2.4,1,,2022-02-12T06:36:31,2022-02-12T17:40:03,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-02-12,0.0
"Ninghai, Ningbo, China",2022-02-13,46.4,42.8,45.4,46.4,40.2,43.1,42.6,89.8,0.34,100,20.83,rain,0.0,0.0,18.1,6.7,339.6,1020.8,90.3,3.0,22.6,2.0,1,,2022-02-13T06:35:41,2022-02-13T17:40:51,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-02-13,5.0
"Ninghai, Ningbo, China",2022-02-14,53.6,37.4,46.5,53.6,33.9,44.0,36.2,68.8,0.01,100,4.17,rain,0.0,0.0,24.2,13.4,327.0,1023.3,34.9,4.1,209.6,18.2,8,,2022-02-14T06:34:50,2022-02-14T17:41:39,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-02-14,2.0
"Ninghai, Ningbo, China",2022-02-15,50.0,37.4,43.6,48.2,33.9,41.6,37.6,79.7,0.008,100,8.33,rain,0.0,0.0,22.9,8.9,355.9,1024.7,71.8,3.4,87.9,7.5,4,,2022-02-15T06:33:59,2022-02-15T17:42:26,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-02-15,3.0
"Ninghai, Ningbo, China",2022-02-16,50.0,41.0,45.3,47.3,38.1,42.9,37.9,75.9,0.0,0,0.0,,0.0,0.0,22.9,8.9,17.2,1024.4,84.7,4.3,64.7,5.5,3,,2022-02-16T06:33:06,2022-02-16T17:43:13,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2022-02-16,2.0
"Ninghai, Ningbo, China",2022-02-17,44.6,39.2,40.9,42.8,33.1,37.7,36.4,84.2,0.606,100,25.0,rain,0.0,0.0,25.9,8.9,39.5,1026.2,88.9,5.2,49.0,4.3,2,,2022-02-17T06:32:12,2022-02-17T17:43:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-02-17,0.0
"Ninghai, Ningbo, China",2022-02-18,44.6,39.2,41.4,42.8,34.3,39.5,39.9,94.4,0.477,100,29.17,rain,0.2,0.0,18.7,8.9,327.2,1025.0,89.8,3.9,28.9,2.4,1,,2022-02-18T06:31:16,2022-02-18T17:44:45,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"58239099999,58477099999,58556099999,ZSNB",2022-02-18,0.0
"Ninghai, Ningbo, China",2022-02-19,42.8,39.2,40.2,37.5,32.1,33.8,34.6,81.3,0.11,100,12.5,rain,0.0,0.0,31.1,11.2,330.7,1027.3,92.6,5.5,49.7,4.1,2,,2022-02-19T06:30:20,2022-02-19T17:45:31,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-02-19,0.0
"Ninghai, Ningbo, China",2022-02-20,41.0,33.8,37.3,35.6,26.5,31.3,20.6,51.6,0.0,0,0.0,,0.0,0.0,29.5,13.4,331.4,1032.4,95.4,6.3,133.4,11.5,5,,2022-02-20T06:29:23,2022-02-20T17:46:16,0.62,Overcast,Cloudy skies throughout the day.,cloudy,"58239099999,58477099999,58556099999,ZSNB",2022-02-20,2.0
"Ninghai, Ningbo, China",2022-02-21,48.2,35.6,40.6,46.4,31.8,38.4,24.5,53.6,0.004,100,4.17,rain,0.0,0.0,22.3,8.9,355.7,1032.1,76.8,6.3,188.2,16.1,8,,2022-02-21T06:28:25,2022-02-21T17:47:01,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-02-21,5.0
"Ninghai, Ningbo, China",2022-02-22,46.6,37.4,41.1,43.3,33.9,38.3,30.5,67.4,0.085,100,16.67,rain,0.0,0.0,19.0,6.7,355.8,1032.5,78.9,5.4,48.2,4.0,2,,2022-02-22T06:27:27,2022-02-22T17:47:45,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-02-22,5.0
"Ninghai, Ningbo, China",2022-02-23,44.6,33.8,38.9,39.8,26.5,33.7,31.5,76.0,0.366,100,20.83,"rain,snow",0.0,0.0,26.4,11.2,0.8,1034.0,62.9,5.2,70.1,6.0,3,,2022-02-23T06:26:27,2022-02-23T17:48:29,0.73,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-02-23,1.0
"Ninghai, Ningbo, China",2022-02-24,48.2,28.5,38.6,46.4,21.5,35.3,28.6,69.5,0.0,0,0.0,,0.0,0.0,21.5,8.9,4.6,1033.4,12.9,6.3,203.7,17.7,7,,2022-02-24T06:25:26,2022-02-24T17:49:13,0.75,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-02-24,6.0
"Ninghai, Ningbo, China",2022-02-25,55.6,30.2,42.3,55.6,30.2,41.0,32.8,71.1,0.0,0,0.0,,0.0,0.0,19.9,15.3,141.9,1029.0,7.5,6.3,218.2,18.8,8,,2022-02-25T06:24:25,2022-02-25T17:49:56,0.8,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-02-25,7.0
"Ninghai, Ningbo, China",2022-02-26,64.5,33.8,50.0,64.5,29.7,49.4,38.6,68.4,0.0,0,0.0,,0.0,0.0,17.9,8.9,358.2,1023.2,17.1,5.7,201.2,17.5,8,,2022-02-26T06:23:23,2022-02-26T17:50:39,0.84,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-02-26,0.0
"Ninghai, Ningbo, China",2022-02-27,62.7,41.0,50.7,62.7,41.0,50.5,41.1,71.8,0.0,0,0.0,,0.0,0.0,18.6,13.4,123.0,1023.5,0.0,3.4,225.5,19.6,8,,2022-02-27T06:22:20,2022-02-27T17:51:21,0.87,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-02-27,4.0
"Ninghai, Ningbo, China",2022-02-28,75.2,50.0,60.8,75.2,47.3,60.7,49.8,69.1,0.0,0,0.0,,0.0,0.0,18.3,13.4,156.6,1017.2,7.4,4.6,189.7,16.3,7,,2022-02-28T06:21:16,2022-02-28T17:52:03,0.91,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-02-28,13.0
"Ninghai, Ningbo, China",2022-03-01,66.3,46.4,59.3,66.3,43.0,58.9,49.6,71.7,0.002,100,8.33,rain,0.0,0.0,27.2,17.6,345.8,1018.3,19.2,3.4,106.2,9.1,6,,2022-03-01T06:20:11,2022-03-01T17:52:45,0.94,Rain,Clear conditions throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-01,2.0
"Ninghai, Ningbo, China",2022-03-02,62.7,44.6,51.3,62.7,40.8,50.5,41.6,71.9,0.117,100,8.33,rain,0.0,0.0,23.2,8.9,30.7,1022.3,39.1,2.9,220.2,19.0,8,,2022-03-02T06:19:06,2022-03-02T17:53:27,0.98,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-02,1.0
"Ninghai, Ningbo, China",2022-03-03,66.2,42.8,53.9,66.2,38.7,53.4,44.0,70.1,0.0,0,0.0,,0.0,0.0,20.2,11.2,148.1,1018.6,16.0,4.9,139.5,12.0,7,,2022-03-03T06:18:01,2022-03-03T17:54:08,0.0,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-03,0.0
"Ninghai, Ningbo, China",2022-03-04,66.2,51.7,57.2,66.2,51.7,57.2,52.6,85.4,0.749,100,12.5,rain,0.0,0.0,20.2,8.9,87.2,1014.6,60.8,3.9,137.8,11.8,6,,2022-03-04T06:16:54,2022-03-04T17:54:48,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-04,0.0
"Ninghai, Ningbo, China",2022-03-05,66.1,48.2,54.2,66.1,46.4,53.8,46.2,76.1,0.0,0,0.0,,0.0,0.0,28.0,13.4,23.7,1018.6,9.2,3.9,195.9,16.9,7,,2022-03-05T06:15:47,2022-03-05T17:55:29,0.08,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-05,1.0
"Ninghai, Ningbo, China",2022-03-06,52.0,42.8,48.5,52.0,42.2,47.3,36.2,63.7,0.051,100,8.33,rain,0.0,0.0,24.7,6.7,27.3,1023.6,78.2,6.2,79.4,6.8,3,,2022-03-06T06:14:40,2022-03-06T17:56:09,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-06,0.0
"Ninghai, Ningbo, China",2022-03-07,53.6,41.0,45.4,53.6,36.5,43.4,39.6,81.6,0.175,100,16.67,rain,0.0,0.0,20.6,11.2,299.6,1022.3,59.7,5.6,132.4,11.5,6,,2022-03-07T06:13:32,2022-03-07T17:56:49,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-07,2.0
"Ninghai, Ningbo, China",2022-03-08,68.0,35.6,51.1,68.0,35.6,50.7,34.3,59.7,0.0,0,0.0,,0.0,0.0,15.7,8.9,147.4,1020.1,0.0,6.2,252.6,21.9,9,,2022-03-08T06:12:23,2022-03-08T17:57:28,0.17,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-08,3.0
"Ninghai, Ningbo, China",2022-03-09,71.6,41.0,55.8,71.6,36.5,55.0,39.3,57.9,0.148,100,4.17,rain,0.0,0.0,22.8,13.4,139.0,1019.6,1.6,6.2,250.3,21.7,9,,2022-03-09T06:11:14,2022-03-09T17:58:07,0.21,Rain,Clear conditions throughout the day with morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-09,0.0
"Ninghai, Ningbo, China",2022-03-10,73.4,46.4,62.2,73.4,44.3,62.0,51.7,70.0,0.296,100,4.17,rain,0.0,0.0,27.5,15.5,164.5,1016.4,69.1,6.2,176.9,15.3,6,,2022-03-10T06:10:05,2022-03-10T17:58:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-10,2.0
"Ninghai, Ningbo, China",2022-03-11,80.6,53.6,66.5,80.1,53.6,66.4,54.4,69.1,0.296,100,4.17,rain,0.0,0.0,22.0,11.0,149.8,1014.5,30.7,6.2,222.8,19.5,8,,2022-03-11T06:08:55,2022-03-11T17:59:25,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-11,2.0
"Ninghai, Ningbo, China",2022-03-12,80.6,57.2,69.0,81.5,57.2,69.1,59.4,73.3,0.0,0,0.0,,0.0,0.0,29.3,20.1,163.8,1013.6,13.3,6.2,221.8,19.2,8,,2022-03-12T06:07:45,2022-03-12T18:00:03,0.3,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-12,0.0
"Ninghai, Ningbo, China",2022-03-13,82.4,64.4,73.2,83.4,64.4,73.3,60.5,66.2,0.076,100,16.67,rain,0.0,0.0,27.1,13.4,182.0,1010.6,53.7,6.2,161.6,14.2,7,,2022-03-13T06:06:35,2022-03-13T18:00:42,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-13,5.0
"Ninghai, Ningbo, China",2022-03-14,87.8,57.2,69.8,89.3,57.2,70.0,59.8,73.3,0.13,100,4.17,rain,0.0,0.0,29.0,17.2,30.6,1012.4,33.3,4.7,203.2,17.6,8,,2022-03-14T06:05:24,2022-03-14T18:01:20,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-14,3.0
"Ninghai, Ningbo, China",2022-03-15,73.4,55.4,62.6,73.4,55.4,62.6,52.1,69.8,0.025,100,4.17,rain,0.0,0.0,29.0,13.3,103.9,1013.9,13.3,4.9,246.9,21.3,8,,2022-03-15T06:04:13,2022-03-15T18:01:57,0.4,Rain,Clear conditions throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-15,0.0
"Ninghai, Ningbo, China",2022-03-16,82.4,57.2,69.6,82.9,57.2,69.7,59.5,72.3,0.0,0,0.0,,0.0,0.0,24.4,17.7,161.4,1011.2,46.2,5.8,241.0,20.8,8,,2022-03-16T06:03:01,2022-03-16T18:02:35,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-16,0.0
"Ninghai, Ningbo, China",2022-03-17,71.6,51.8,66.1,71.6,51.8,66.1,62.4,87.8,0.775,100,20.83,rain,0.0,0.0,36.4,24.6,234.5,1007.8,75.6,5.5,72.6,6.1,4,,2022-03-17T06:01:50,2022-03-17T18:03:12,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-17,1.0
"Ninghai, Ningbo, China",2022-03-18,53.8,48.2,51.4,53.8,41.7,49.2,45.2,79.4,0.015,100,8.33,rain,0.0,0.0,39.2,17.9,324.1,1012.5,79.2,5.9,122.1,10.6,6,,2022-03-18T06:00:38,2022-03-18T18:03:49,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-18,0.0
"Ninghai, Ningbo, China",2022-03-19,59.0,48.2,53.2,59.0,45.2,52.6,47.6,81.6,0.008,100,8.33,rain,0.0,0.0,21.3,8.9,22.1,1014.3,79.2,3.1,75.1,6.6,3,,2022-03-19T05:59:26,2022-03-19T18:04:26,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-19,0.0
"Ninghai, Ningbo, China",2022-03-20,50.3,46.4,49.2,50.3,44.2,46.9,45.9,88.5,0.102,100,16.67,rain,0.0,0.0,21.2,11.2,89.9,1018.6,88.9,3.3,32.1,2.8,1,,2022-03-20T05:58:14,2022-03-20T18:05:03,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03,WDG8555",2022-03-20,0.0
"Ninghai, Ningbo, China",2022-03-21,52.0,48.2,50.3,52.0,44.2,49.5,49.1,95.9,1.467,100,33.33,rain,0.0,0.0,28.4,13.4,35.4,1018.2,88.9,3.5,30.4,2.7,1,,2022-03-21T05:57:02,2022-03-21T18:05:40,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-21,4.0
"Ninghai, Ningbo, China",2022-03-22,50.2,44.6,47.6,50.2,42.2,45.3,45.7,93.2,0.871,100,29.17,rain,0.0,0.0,33.4,8.9,1.0,1021.9,77.6,5.4,25.4,2.0,1,,2022-03-22T05:55:49,2022-03-22T18:06:17,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-22,5.0
"Ninghai, Ningbo, China",2022-03-23,59.0,44.6,51.2,59.0,42.2,49.9,40.6,68.6,0.02,100,20.83,rain,0.0,0.0,21.3,8.9,352.6,1020.4,39.2,5.8,191.1,16.5,6,,2022-03-23T05:54:37,2022-03-23T18:06:53,0.67,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,EUMDE03",2022-03-23,1.0
"Ninghai, Ningbo, China",2022-03-24,68.0,42.8,55.2,68.0,42.2,54.8,44.4,70.4,0.0,0,0.0,,0.0,0.0,31.8,17.9,168.5,1017.5,24.8,5.1,274.6,23.7,9,,2022-03-24T05:53:25,2022-03-24T18:07:29,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2022-03-24,2.0
"Ninghai, Ningbo, China",2022-03-25,69.8,59.0,64.4,69.8,59.0,64.4,61.7,91.2,1.748,100,25.0,rain,0.0,0.0,48.8,15.3,175.3,1008.2,83.1,5.2,58.8,5.1,3,,2022-03-25T05:52:12,2022-03-25T18:08:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-03-25,0.0
"Ninghai, Ningbo, China",2022-03-26,66.2,57.1,59.7,66.2,57.1,59.7,52.8,78.4,0.241,100,16.67,rain,0.0,0.0,32.9,18.1,326.5,1013.5,52.1,5.6,131.5,11.2,6,,2022-03-26T05:51:00,2022-03-26T18:08:42,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-03-26,2.0
"Ninghai, Ningbo, China",2022-03-27,60.8,51.8,55.9,60.8,51.8,55.9,45.8,69.7,0.011,100,8.33,rain,0.0,0.0,22.1,8.8,333.2,1019.9,66.2,5.5,88.2,7.7,4,,2022-03-27T05:49:48,2022-03-27T18:09:18,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-03-27,4.0
"Ninghai, Ningbo, China",2022-03-28,57.2,48.2,53.0,57.2,48.2,52.9,46.9,80.6,0.023,100,8.33,rain,0.0,0.0,18.8,6.7,8.4,1024.3,91.3,4.8,139.6,12.1,6,,2022-03-28T05:48:35,2022-03-28T18:09:54,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,remote,WDG8555",2022-03-28,1.0
"Ninghai, Ningbo, China",2022-03-29,69.8,44.6,56.7,69.8,44.3,56.5,47.7,74.4,0.0,0,0.0,,0.0,0.0,21.5,13.4,146.3,1021.5,41.7,5.4,273.6,23.7,9,,2022-03-29T05:47:23,2022-03-29T18:10:30,0.89,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2022-03-29,0.0
"Ninghai, Ningbo, China",2022-03-30,71.6,57.2,63.7,71.6,57.2,63.7,58.8,84.3,0.061,100,8.33,rain,0.0,0.0,18.2,8.9,140.1,1018.2,84.3,5.3,129.3,11.1,6,,2022-03-30T05:46:11,2022-03-30T18:11:06,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2022-03-30,0.0
"Ninghai, Ningbo, China",2022-03-31,60.8,51.8,55.2,60.8,51.8,55.2,51.5,87.3,0.334,100,25.0,rain,0.0,0.0,27.3,11.3,0.8,1025.5,74.8,4.2,40.6,3.5,2,,2022-03-31T05:44:59,2022-03-31T18:11:42,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2022-03-31,8.0
"Ninghai, Ningbo, China",2022-04-01,55.4,48.2,52.1,55.4,45.1,51.1,38.9,61.4,0.046,100,4.17,rain,0.0,0.0,25.5,11.2,353.8,1030.5,93.3,6.0,86.7,7.5,3,,2022-04-01T05:43:48,2022-04-01T18:12:18,0.0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2022-04-01,0.0
"Ninghai, Ningbo, China",2022-04-02,59.1,42.8,50.7,59.1,40.2,49.7,36.9,62.3,0.0,0,0.0,,0.0,0.0,19.5,8.9,354.7,1028.8,68.1,6.0,215.4,18.4,8,,2022-04-02T05:42:36,2022-04-02T18:12:54,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2022-04-02,1.0
"Ninghai, Ningbo, China",2022-04-03,60.8,39.2,50.7,60.8,38.1,50.3,37.7,64.3,0.0,0,0.0,,0.0,0.0,19.2,8.9,27.2,1028.6,17.9,6.3,295.9,25.6,10,,2022-04-03T05:41:25,2022-04-03T18:13:30,0.06,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555",2022-04-03,1.0
"Ninghai, Ningbo, China",2022-04-04,68.0,39.2,53.6,68.0,39.2,53.5,39.2,62.3,0.0,0,0.0,,0.0,0.0,18.3,11.2,137.4,1027.3,47.1,6.3,282.7,24.3,9,,2022-04-04T05:40:14,2022-04-04T18:14:06,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2022-04-04,0.0
"Ninghai, Ningbo, China",2022-04-05,68.0,51.8,59.4,68.0,51.8,59.4,43.9,58.9,0.0,0,0.0,,0.0,0.0,15.0,8.9,154.7,1021.9,81.5,6.3,140.1,12.2,5,,2022-04-05T05:39:04,2022-04-05T18:14:42,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2022-04-05,2.0
"Ninghai, Ningbo, China",2022-04-06,77.0,50.0,63.4,77.0,50.0,63.4,47.8,61.3,0.0,0,0.0,,0.0,0.0,16.3,11.2,90.1,1020.1,66.6,6.2,284.1,24.5,9,,2022-04-06T05:37:53,2022-04-06T18:15:18,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2022-04-06,0.0
"Ninghai, Ningbo, China",2022-04-07,78.8,53.6,65.9,78.8,53.6,65.9,46.6,55.3,0.0,0,0.0,,0.0,0.0,16.1,8.9,118.2,1018.8,32.4,6.2,286.5,24.7,9,,2022-04-07T05:36:43,2022-04-07T18:15:54,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2022-04-07,0.0
"Ninghai, Ningbo, China",2022-04-08,80.6,53.5,66.8,79.4,53.5,66.6,45.6,51.7,0.0,0,0.0,,0.0,0.0,21.5,13.4,164.5,1017.9,0.2,6.1,300.8,26.1,10,,2022-04-08T05:35:34,2022-04-08T18:16:30,0.22,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB",2022-04-08,0.0
"Ninghai, Ningbo, China",2022-04-09,84.2,51.8,68.4,81.6,51.8,68.1,46.9,50.7,0.0,0,0.0,,0.0,0.0,23.0,15.5,166.1,1014.0,4.7,6.2,302.5,26.0,10,,2022-04-09T05:34:25,2022-04-09T18:17:07,0.25,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB",2022-04-09,0.0
"Ninghai, Ningbo, China",2022-04-10,84.2,62.6,71.4,83.9,62.6,71.5,60.3,69.7,0.008,100,4.17,rain,0.0,0.0,23.5,13.4,164.6,1012.0,56.7,6.2,268.4,23.2,9,,2022-04-10T05:33:16,2022-04-10T18:17:43,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-04-10,0.0
"Ninghai, Ningbo, China",2022-04-11,91.4,62.6,75.6,90.1,62.6,75.4,60.1,63.3,0.0,0,0.0,,0.0,0.0,21.7,8.9,157.0,1010.0,11.8,5.9,262.2,22.7,9,,2022-04-11T05:32:08,2022-04-11T18:18:19,0.32,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB",2022-04-11,1.0
"Ninghai, Ningbo, China",2022-04-12,89.6,64.4,76.1,91.2,64.4,76.6,63.6,68.4,0.0,0,0.0,,0.0,0.0,19.2,11.2,151.8,1008.2,28.5,5.9,256.9,22.2,9,,2022-04-12T05:31:00,2022-04-12T18:18:56,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2022-04-12,5.0
"Ninghai, Ningbo, China",2022-04-13,69.8,59.0,65.2,69.8,59.0,65.2,62.2,90.1,1.14,100,16.67,rain,0.0,0.0,28.1,11.2,341.9,1007.1,90.2,5.1,108.9,9.5,5,,2022-04-13T05:29:53,2022-04-13T18:19:32,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-04-13,6.0
"Ninghai, Ningbo, China",2022-04-14,62.6,57.2,59.2,62.6,57.2,59.2,55.7,88.2,0.35,100,16.67,rain,0.0,0.0,32.7,20.1,322.9,1012.7,94.9,4.7,62.3,5.3,2,,2022-04-14T05:28:46,2022-04-14T18:20:09,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-04-14,0.0
"Ninghai, Ningbo, China",2022-04-15,62.6,55.4,58.2,62.6,55.4,58.2,50.1,76.2,0.071,100,8.33,rain,0.0,0.0,31.8,11.2,348.9,1019.4,94.3,5.1,92.8,7.9,4,,2022-04-15T05:27:40,2022-04-15T18:20:46,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-04-15,1.0
"Ninghai, Ningbo, China",2022-04-16,60.8,53.6,57.1,60.8,53.6,57.1,42.5,58.7,0.015,100,4.17,rain,0.0,0.0,23.2,8.9,354.3,1020.7,76.6,6.2,209.3,18.0,8,,2022-04-16T05:26:34,2022-04-16T18:21:23,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2022-04-16,0.0
